"region","indicator","Unit","Date","Value"
"Saitama","Marriages","Number","1975",42340
"Saitama","Marriages","Number","1976",38871
"Saitama","Marriages","Number","1977",36518
"Saitama","Marriages","Number","1978",34730
"Saitama","Marriages","Number","1979",34869
"Saitama","Marriages","Number","1980",34708
"Saitama","Marriages","Number","1981",34580
"Saitama","Marriages","Number","1982",34670
"Saitama","Marriages","Number","1983",34087
"Saitama","Marriages","Number","1984",33026
"Saitama","Marriages","Number","1985",33446
"Saitama","Marriages","Number","1986",33089
"Saitama","Marriages","Number","1987",34197
"Saitama","Marriages","Number","1988",36220
"Saitama","Marriages","Number","1989",38085
"Saitama","Marriages","Number","1990",39234
"Saitama","Marriages","Number","1991",41597
"Saitama","Marriages","Number","1992",43177
"Saitama","Marriages","Number","1993",46036
"Saitama","Marriages","Number","1994",45313
"Saitama","Marriages","Number","1995",46224
"Saitama","Marriages","Number","1996",44934
"Saitama","Marriages","Number","1997",43551
"Saitama","Marriages","Number","1998",44110
"Saitama","Marriages","Number","1999",42858
"Saitama","Marriages","Number","2000",45636
"Saitama","Marriages","Number","2001",45720
"Saitama","Marriages","Number","2002",42946
"Saitama","Marriages","Number","2003",41979
"Saitama","Marriages","Number","2004",41141
"Saitama","Marriages","Number","2005",40486
"Saitama","Marriages","Number","2006",40907
"Saitama","Marriages","Number","2007",40304
"Saitama","Marriages","Number","2008",40604
"Saitama","Marriages","Number","2009",39399
"Saitama","Marriages","Number","2010",39160
"Saitama","Marriages","Number","2011",36227
"Saitama","Marriages","Number","2012",36776
"Saitama","Marriages","Number","2013",36279
"Aichi","Marriages","Number","1975",52212
"Aichi","Marriages","Number","1976",48274
"Aichi","Marriages","Number","1977",45131
"Aichi","Marriages","Number","1978",43987
"Aichi","Marriages","Number","1979",42724
"Aichi","Marriages","Number","1980",42811
"Aichi","Marriages","Number","1981",41941
"Aichi","Marriages","Number","1982",43030
"Aichi","Marriages","Number","1983",41844
"Aichi","Marriages","Number","1984",41129
"Aichi","Marriages","Number","1985",40875
"Aichi","Marriages","Number","1986",40400
"Aichi","Marriages","Number","1987",40183
"Aichi","Marriages","Number","1988",40463
"Aichi","Marriages","Number","1989",41011
"Aichi","Marriages","Number","1990",42060
"Aichi","Marriages","Number","1991",44137
"Aichi","Marriages","Number","1992",44687
"Aichi","Marriages","Number","1993",47938
"Aichi","Marriages","Number","1994",46874
"Aichi","Marriages","Number","1995",48022
"Aichi","Marriages","Number","1996",48534
"Aichi","Marriages","Number","1997",47371
"Aichi","Marriages","Number","1998",48392
"Aichi","Marriages","Number","1999",46211
"Aichi","Marriages","Number","2000",48391
"Aichi","Marriages","Number","2001",48295
"Aichi","Marriages","Number","2002",46242
"Aichi","Marriages","Number","2003",44964
"Aichi","Marriages","Number","2004",44608
"Aichi","Marriages","Number","2005",43948
"Aichi","Marriages","Number","2006",46374
"Aichi","Marriages","Number","2007",46940
"Aichi","Marriages","Number","2008",47119
"Aichi","Marriages","Number","2009",45790
"Aichi","Marriages","Number","2010",45039
"Aichi","Marriages","Number","2011",42425
"Aichi","Marriages","Number","2012",42704
"Aichi","Marriages","Number","2013",42302
"Akita","Marriages","Number","1975",9432
"Akita","Marriages","Number","1976",8838
"Akita","Marriages","Number","1977",8385
"Akita","Marriages","Number","1978",8236
"Akita","Marriages","Number","1979",7942
"Akita","Marriages","Number","1980",7793
"Akita","Marriages","Number","1981",7667
"Akita","Marriages","Number","1982",7510
"Akita","Marriages","Number","1983",7285
"Akita","Marriages","Number","1984",6888
"Akita","Marriages","Number","1985",6585
"Akita","Marriages","Number","1986",6272
"Akita","Marriages","Number","1987",6082
"Akita","Marriages","Number","1988",5890
"Akita","Marriages","Number","1989",5886
"Akita","Marriages","Number","1990",5632
"Akita","Marriages","Number","1991",5814
"Akita","Marriages","Number","1992",5804
"Akita","Marriages","Number","1993",6002
"Akita","Marriages","Number","1994",5951
"Akita","Marriages","Number","1995",5923
"Akita","Marriages","Number","1996",5795
"Akita","Marriages","Number","1997",5587
"Akita","Marriages","Number","1998",5714
"Akita","Marriages","Number","1999",5610
"Akita","Marriages","Number","2000",5669
"Akita","Marriages","Number","2001",5743
"Akita","Marriages","Number","2002",5292
"Akita","Marriages","Number","2003",5291
"Akita","Marriages","Number","2004",5045
"Akita","Marriages","Number","2005",4884
"Akita","Marriages","Number","2006",4785
"Akita","Marriages","Number","2007",4484
"Akita","Marriages","Number","2008",4555
"Akita","Marriages","Number","2009",4364
"Akita","Marriages","Number","2010",4281
"Akita","Marriages","Number","2011",4058
"Akita","Marriages","Number","2012",4020
"Akita","Marriages","Number","2013",3865
"Aomori","Marriages","Number","1975",11695
"Aomori","Marriages","Number","1976",11388
"Aomori","Marriages","Number","1977",10654
"Aomori","Marriages","Number","1978",10752
"Aomori","Marriages","Number","1979",10601
"Aomori","Marriages","Number","1980",10414
"Aomori","Marriages","Number","1981",10349
"Aomori","Marriages","Number","1982",10292
"Aomori","Marriages","Number","1983",9865
"Aomori","Marriages","Number","1984",9358
"Aomori","Marriages","Number","1985",9175
"Aomori","Marriages","Number","1986",8902
"Aomori","Marriages","Number","1987",8200
"Aomori","Marriages","Number","1988",8136
"Aomori","Marriages","Number","1989",7858
"Aomori","Marriages","Number","1990",7892
"Aomori","Marriages","Number","1991",7868
"Aomori","Marriages","Number","1992",8180
"Aomori","Marriages","Number","1993",8636
"Aomori","Marriages","Number","1994",8239
"Aomori","Marriages","Number","1995",8306
"Aomori","Marriages","Number","1996",8190
"Aomori","Marriages","Number","1997",7912
"Aomori","Marriages","Number","1998",8113
"Aomori","Marriages","Number","1999",7730
"Aomori","Marriages","Number","2000",8138
"Aomori","Marriages","Number","2001",8069
"Aomori","Marriages","Number","2002",7730
"Aomori","Marriages","Number","2003",7130
"Aomori","Marriages","Number","2004",6924
"Aomori","Marriages","Number","2005",6584
"Aomori","Marriages","Number","2006",6642
"Aomori","Marriages","Number","2007",6405
"Aomori","Marriages","Number","2008",6401
"Aomori","Marriages","Number","2009",6067
"Aomori","Marriages","Number","2010",5924
"Aomori","Marriages","Number","2011",5583
"Aomori","Marriages","Number","2012",5846
"Aomori","Marriages","Number","2013",5723
"Chiba","Marriages","Number","1975",36867
"Chiba","Marriages","Number","1976",34104
"Chiba","Marriages","Number","1977",32432
"Chiba","Marriages","Number","1978",31796
"Chiba","Marriages","Number","1979",32210
"Chiba","Marriages","Number","1980",31760
"Chiba","Marriages","Number","1981",32080
"Chiba","Marriages","Number","1982",32106
"Chiba","Marriages","Number","1983",31503
"Chiba","Marriages","Number","1984",30568
"Chiba","Marriages","Number","1985",30424
"Chiba","Marriages","Number","1986",29697
"Chiba","Marriages","Number","1987",30147
"Chiba","Marriages","Number","1988",31102
"Chiba","Marriages","Number","1989",31809
"Chiba","Marriages","Number","1990",33626
"Chiba","Marriages","Number","1991",34757
"Chiba","Marriages","Number","1992",35947
"Chiba","Marriages","Number","1993",38453
"Chiba","Marriages","Number","1994",37964
"Chiba","Marriages","Number","1995",38997
"Chiba","Marriages","Number","1996",38653
"Chiba","Marriages","Number","1997",37320
"Chiba","Marriages","Number","1998",38005
"Chiba","Marriages","Number","1999",37316
"Chiba","Marriages","Number","2000",39597
"Chiba","Marriages","Number","2001",39532
"Chiba","Marriages","Number","2002",37739
"Chiba","Marriages","Number","2003",37124
"Chiba","Marriages","Number","2004",35538
"Chiba","Marriages","Number","2005",35506
"Chiba","Marriages","Number","2006",36389
"Chiba","Marriages","Number","2007",35751
"Chiba","Marriages","Number","2008",36158
"Chiba","Marriages","Number","2009",35669
"Chiba","Marriages","Number","2010",34785
"Chiba","Marriages","Number","2011",32186
"Chiba","Marriages","Number","2012",32150
"Chiba","Marriages","Number","2013",31375
"Ehime","Marriages","Number","1975",11327
"Ehime","Marriages","Number","1976",10526
"Ehime","Marriages","Number","1977",9871
"Ehime","Marriages","Number","1978",9636
"Ehime","Marriages","Number","1979",9466
"Ehime","Marriages","Number","1980",9204
"Ehime","Marriages","Number","1981",9404
"Ehime","Marriages","Number","1982",9131
"Ehime","Marriages","Number","1983",8967
"Ehime","Marriages","Number","1984",8569
"Ehime","Marriages","Number","1985",8604
"Ehime","Marriages","Number","1986",8190
"Ehime","Marriages","Number","1987",7917
"Ehime","Marriages","Number","1988",8021
"Ehime","Marriages","Number","1989",7887
"Ehime","Marriages","Number","1990",7815
"Ehime","Marriages","Number","1991",7720
"Ehime","Marriages","Number","1992",8000
"Ehime","Marriages","Number","1993",8285
"Ehime","Marriages","Number","1994",8099
"Ehime","Marriages","Number","1995",8379
"Ehime","Marriages","Number","1996",8309
"Ehime","Marriages","Number","1997",8070
"Ehime","Marriages","Number","1998",8256
"Ehime","Marriages","Number","1999",7666
"Ehime","Marriages","Number","2000",8147
"Ehime","Marriages","Number","2001",8043
"Ehime","Marriages","Number","2002",7842
"Ehime","Marriages","Number","2003",7612
"Ehime","Marriages","Number","2004",7339
"Ehime","Marriages","Number","2005",7246
"Ehime","Marriages","Number","2006",7460
"Ehime","Marriages","Number","2007",7302
"Ehime","Marriages","Number","2008",7175
"Ehime","Marriages","Number","2009",6946
"Ehime","Marriages","Number","2010",6922
"Ehime","Marriages","Number","2011",6445
"Ehime","Marriages","Number","2012",6386
"Ehime","Marriages","Number","2013",6416
"Fukui","Marriages","Number","1975",5775
"Fukui","Marriages","Number","1976",5254
"Fukui","Marriages","Number","1977",5092
"Fukui","Marriages","Number","1978",5192
"Fukui","Marriages","Number","1979",5101
"Fukui","Marriages","Number","1980",4660
"Fukui","Marriages","Number","1981",4807
"Fukui","Marriages","Number","1982",5042
"Fukui","Marriages","Number","1983",5051
"Fukui","Marriages","Number","1984",4779
"Fukui","Marriages","Number","1985",4728
"Fukui","Marriages","Number","1986",4587
"Fukui","Marriages","Number","1987",4394
"Fukui","Marriages","Number","1988",4450
"Fukui","Marriages","Number","1989",4350
"Fukui","Marriages","Number","1990",4303
"Fukui","Marriages","Number","1991",4270
"Fukui","Marriages","Number","1992",4452
"Fukui","Marriages","Number","1993",4614
"Fukui","Marriages","Number","1994",4592
"Fukui","Marriages","Number","1995",4607
"Fukui","Marriages","Number","1996",4707
"Fukui","Marriages","Number","1997",4402
"Fukui","Marriages","Number","1998",4707
"Fukui","Marriages","Number","1999",4555
"Fukui","Marriages","Number","2000",4582
"Fukui","Marriages","Number","2001",4721
"Fukui","Marriages","Number","2002",4402
"Fukui","Marriages","Number","2003",4385
"Fukui","Marriages","Number","2004",4128
"Fukui","Marriages","Number","2005",4365
"Fukui","Marriages","Number","2006",4224
"Fukui","Marriages","Number","2007",4124
"Fukui","Marriages","Number","2008",4124
"Fukui","Marriages","Number","2009",4017
"Fukui","Marriages","Number","2010",3705
"Fukui","Marriages","Number","2011",3727
"Fukui","Marriages","Number","2012",3634
"Fukui","Marriages","Number","2013",3744
"Fukuoka","Marriages","Number","1975",36937
"Fukuoka","Marriages","Number","1976",34609
"Fukuoka","Marriages","Number","1977",33084
"Fukuoka","Marriages","Number","1978",32236
"Fukuoka","Marriages","Number","1979",32313
"Fukuoka","Marriages","Number","1980",32007
"Fukuoka","Marriages","Number","1981",32377
"Fukuoka","Marriages","Number","1982",32388
"Fukuoka","Marriages","Number","1983",31049
"Fukuoka","Marriages","Number","1984",30237
"Fukuoka","Marriages","Number","1985",29208
"Fukuoka","Marriages","Number","1986",28177
"Fukuoka","Marriages","Number","1987",26509
"Fukuoka","Marriages","Number","1988",27038
"Fukuoka","Marriages","Number","1989",26993
"Fukuoka","Marriages","Number","1990",27377
"Fukuoka","Marriages","Number","1991",28091
"Fukuoka","Marriages","Number","1992",28756
"Fukuoka","Marriages","Number","1993",30222
"Fukuoka","Marriages","Number","1994",29816
"Fukuoka","Marriages","Number","1995",30355
"Fukuoka","Marriages","Number","1996",30821
"Fukuoka","Marriages","Number","1997",30413
"Fukuoka","Marriages","Number","1998",30796
"Fukuoka","Marriages","Number","1999",29708
"Fukuoka","Marriages","Number","2000",30640
"Fukuoka","Marriages","Number","2001",31143
"Fukuoka","Marriages","Number","2002",30358
"Fukuoka","Marriages","Number","2003",29284
"Fukuoka","Marriages","Number","2004",28490
"Fukuoka","Marriages","Number","2005",28715
"Fukuoka","Marriages","Number","2006",30006
"Fukuoka","Marriages","Number","2007",29486
"Fukuoka","Marriages","Number","2008",30017
"Fukuoka","Marriages","Number","2009",29419
"Fukuoka","Marriages","Number","2010",29247
"Fukuoka","Marriages","Number","2011",28008
"Fukuoka","Marriages","Number","2012",27974
"Fukuoka","Marriages","Number","2013",28183
"Fukushima","Marriages","Number","1975",15065
"Fukushima","Marriages","Number","1976",14103
"Fukushima","Marriages","Number","1977",13328
"Fukushima","Marriages","Number","1978",12922
"Fukushima","Marriages","Number","1979",13411
"Fukushima","Marriages","Number","1980",12852
"Fukushima","Marriages","Number","1981",13127
"Fukushima","Marriages","Number","1982",13146
"Fukushima","Marriages","Number","1983",12944
"Fukushima","Marriages","Number","1984",12561
"Fukushima","Marriages","Number","1985",12802
"Fukushima","Marriages","Number","1986",11074
"Fukushima","Marriages","Number","1987",11421
"Fukushima","Marriages","Number","1988",11202
"Fukushima","Marriages","Number","1989",10872
"Fukushima","Marriages","Number","1990",11147
"Fukushima","Marriages","Number","1991",11243
"Fukushima","Marriages","Number","1992",11633
"Fukushima","Marriages","Number","1993",11967
"Fukushima","Marriages","Number","1994",11703
"Fukushima","Marriages","Number","1995",12070
"Fukushima","Marriages","Number","1996",12133
"Fukushima","Marriages","Number","1997",12049
"Fukushima","Marriages","Number","1998",11913
"Fukushima","Marriages","Number","1999",11613
"Fukushima","Marriages","Number","2000",12445
"Fukushima","Marriages","Number","2001",12623
"Fukushima","Marriages","Number","2002",11472
"Fukushima","Marriages","Number","2003",10991
"Fukushima","Marriages","Number","2004",10562
"Fukushima","Marriages","Number","2005",10606
"Fukushima","Marriages","Number","2006",10512
"Fukushima","Marriages","Number","2007",10178
"Fukushima","Marriages","Number","2008",10252
"Fukushima","Marriages","Number","2009",9764
"Fukushima","Marriages","Number","2010",9582
"Fukushima","Marriages","Number","2011",8796
"Fukushima","Marriages","Number","2012",9285
"Fukushima","Marriages","Number","2013",9069
"Gifu","Marriages","Number","1975",14659
"Gifu","Marriages","Number","1976",13226
"Gifu","Marriages","Number","1977",12773
"Gifu","Marriages","Number","1978",12194
"Gifu","Marriages","Number","1979",11994
"Gifu","Marriages","Number","1980",11844
"Gifu","Marriages","Number","1981",12091
"Gifu","Marriages","Number","1982",12015
"Gifu","Marriages","Number","1983",11639
"Gifu","Marriages","Number","1984",11486
"Gifu","Marriages","Number","1985",11138
"Gifu","Marriages","Number","1986",11041
"Gifu","Marriages","Number","1987",10582
"Gifu","Marriages","Number","1988",10758
"Gifu","Marriages","Number","1989",10516
"Gifu","Marriages","Number","1990",10770
"Gifu","Marriages","Number","1991",11293
"Gifu","Marriages","Number","1992",11313
"Gifu","Marriages","Number","1993",11855
"Gifu","Marriages","Number","1994",11848
"Gifu","Marriages","Number","1995",11848
"Gifu","Marriages","Number","1996",12086
"Gifu","Marriages","Number","1997",12015
"Gifu","Marriages","Number","1998",12122
"Gifu","Marriages","Number","1999",11843
"Gifu","Marriages","Number","2000",12113
"Gifu","Marriages","Number","2001",12013
"Gifu","Marriages","Number","2002",11541
"Gifu","Marriages","Number","2003",11129
"Gifu","Marriages","Number","2004",10944
"Gifu","Marriages","Number","2005",10512
"Gifu","Marriages","Number","2006",10772
"Gifu","Marriages","Number","2007",10687
"Gifu","Marriages","Number","2008",10919
"Gifu","Marriages","Number","2009",10364
"Gifu","Marriages","Number","2010",10087
"Gifu","Marriages","Number","2011",9647
"Gifu","Marriages","Number","2012",9521
"Gifu","Marriages","Number","2013",9492
"Gunma","Marriages","Number","1975",14487
"Gunma","Marriages","Number","1976",13073
"Gunma","Marriages","Number","1977",12361
"Gunma","Marriages","Number","1978",12215
"Gunma","Marriages","Number","1979",12022
"Gunma","Marriages","Number","1980",11563
"Gunma","Marriages","Number","1981",11702
"Gunma","Marriages","Number","1982",11844
"Gunma","Marriages","Number","1983",11560
"Gunma","Marriages","Number","1984",11143
"Gunma","Marriages","Number","1985",11254
"Gunma","Marriages","Number","1986",10767
"Gunma","Marriages","Number","1987",10732
"Gunma","Marriages","Number","1988",10938
"Gunma","Marriages","Number","1989",10697
"Gunma","Marriages","Number","1990",10990
"Gunma","Marriages","Number","1991",11432
"Gunma","Marriages","Number","1992",11689
"Gunma","Marriages","Number","1993",12210
"Gunma","Marriages","Number","1994",11944
"Gunma","Marriages","Number","1995",12147
"Gunma","Marriages","Number","1996",11994
"Gunma","Marriages","Number","1997",11855
"Gunma","Marriages","Number","1998",12096
"Gunma","Marriages","Number","1999",11632
"Gunma","Marriages","Number","2000",12522
"Gunma","Marriages","Number","2001",12320
"Gunma","Marriages","Number","2002",11571
"Gunma","Marriages","Number","2003",11245
"Gunma","Marriages","Number","2004",10931
"Gunma","Marriages","Number","2005",10601
"Gunma","Marriages","Number","2006",10877
"Gunma","Marriages","Number","2007",10370
"Gunma","Marriages","Number","2008",10397
"Gunma","Marriages","Number","2009",10054
"Gunma","Marriages","Number","2010",9679
"Gunma","Marriages","Number","2011",9147
"Gunma","Marriages","Number","2012",9246
"Gunma","Marriages","Number","2013",9031
"Hiroshima","Marriages","Number","1975",22018
"Hiroshima","Marriages","Number","1976",20301
"Hiroshima","Marriages","Number","1977",19055
"Hiroshima","Marriages","Number","1978",18234
"Hiroshima","Marriages","Number","1979",17726
"Hiroshima","Marriages","Number","1980",17620
"Hiroshima","Marriages","Number","1981",17720
"Hiroshima","Marriages","Number","1982",17744
"Hiroshima","Marriages","Number","1983",17242
"Hiroshima","Marriages","Number","1984",16873
"Hiroshima","Marriages","Number","1985",16264
"Hiroshima","Marriages","Number","1986",16008
"Hiroshima","Marriages","Number","1987",15552
"Hiroshima","Marriages","Number","1988",15492
"Hiroshima","Marriages","Number","1989",15590
"Hiroshima","Marriages","Number","1990",16133
"Hiroshima","Marriages","Number","1991",16392
"Hiroshima","Marriages","Number","1992",16676
"Hiroshima","Marriages","Number","1993",17625
"Hiroshima","Marriages","Number","1994",17378
"Hiroshima","Marriages","Number","1995",17633
"Hiroshima","Marriages","Number","1996",17565
"Hiroshima","Marriages","Number","1997",17403
"Hiroshima","Marriages","Number","1998",17409
"Hiroshima","Marriages","Number","1999",17000
"Hiroshima","Marriages","Number","2000",17470
"Hiroshima","Marriages","Number","2001",17387
"Hiroshima","Marriages","Number","2002",16543
"Hiroshima","Marriages","Number","2003",16494
"Hiroshima","Marriages","Number","2004",15703
"Hiroshima","Marriages","Number","2005",15728
"Hiroshima","Marriages","Number","2006",16209
"Hiroshima","Marriages","Number","2007",16135
"Hiroshima","Marriages","Number","2008",16365
"Hiroshima","Marriages","Number","2009",15913
"Hiroshima","Marriages","Number","2010",15402
"Hiroshima","Marriages","Number","2011",14849
"Hiroshima","Marriages","Number","2012",14668
"Hiroshima","Marriages","Number","2013",14495
"Hokkaido","Marriages","Number","1975",48271
"Hokkaido","Marriages","Number","1976",44814
"Hokkaido","Marriages","Number","1977",41232
"Hokkaido","Marriages","Number","1978",40512
"Hokkaido","Marriages","Number","1979",40337
"Hokkaido","Marriages","Number","1980",40228
"Hokkaido","Marriages","Number","1981",39280
"Hokkaido","Marriages","Number","1982",39618
"Hokkaido","Marriages","Number","1983",38149
"Hokkaido","Marriages","Number","1984",37110
"Hokkaido","Marriages","Number","1985",36311
"Hokkaido","Marriages","Number","1986",35137
"Hokkaido","Marriages","Number","1987",33552
"Hokkaido","Marriages","Number","1988",33938
"Hokkaido","Marriages","Number","1989",33405
"Hokkaido","Marriages","Number","1990",33966
"Hokkaido","Marriages","Number","1991",34540
"Hokkaido","Marriages","Number","1992",34848
"Hokkaido","Marriages","Number","1993",35720
"Hokkaido","Marriages","Number","1994",35373
"Hokkaido","Marriages","Number","1995",35591
"Hokkaido","Marriages","Number","1996",35944
"Hokkaido","Marriages","Number","1997",34166
"Hokkaido","Marriages","Number","1998",33958
"Hokkaido","Marriages","Number","1999",32874
"Hokkaido","Marriages","Number","2000",34529
"Hokkaido","Marriages","Number","2001",34425
"Hokkaido","Marriages","Number","2002",32662
"Hokkaido","Marriages","Number","2003",32354
"Hokkaido","Marriages","Number","2004",30710
"Hokkaido","Marriages","Number","2005",29708
"Hokkaido","Marriages","Number","2006",30210
"Hokkaido","Marriages","Number","2007",28825
"Hokkaido","Marriages","Number","2008",29115
"Hokkaido","Marriages","Number","2009",28271
"Hokkaido","Marriages","Number","2010",28389
"Hokkaido","Marriages","Number","2011",26518
"Hokkaido","Marriages","Number","2012",26538
"Hokkaido","Marriages","Number","2013",26330
"Hyogo","Marriages","Number","1975",41916
"Hyogo","Marriages","Number","1976",38805
"Hyogo","Marriages","Number","1977",36390
"Hyogo","Marriages","Number","1978",34958
"Hyogo","Marriages","Number","1979",34147
"Hyogo","Marriages","Number","1980",33280
"Hyogo","Marriages","Number","1981",32755
"Hyogo","Marriages","Number","1982",33606
"Hyogo","Marriages","Number","1983",32888
"Hyogo","Marriages","Number","1984",31914
"Hyogo","Marriages","Number","1985",31544
"Hyogo","Marriages","Number","1986",30576
"Hyogo","Marriages","Number","1987",29437
"Hyogo","Marriages","Number","1988",30449
"Hyogo","Marriages","Number","1989",30626
"Hyogo","Marriages","Number","1990",31470
"Hyogo","Marriages","Number","1991",32249
"Hyogo","Marriages","Number","1992",33005
"Hyogo","Marriages","Number","1993",35350
"Hyogo","Marriages","Number","1994",35051
"Hyogo","Marriages","Number","1995",33492
"Hyogo","Marriages","Number","1996",35427
"Hyogo","Marriages","Number","1997",34991
"Hyogo","Marriages","Number","1998",35727
"Hyogo","Marriages","Number","1999",34174
"Hyogo","Marriages","Number","2000",34587
"Hyogo","Marriages","Number","2001",35124
"Hyogo","Marriages","Number","2002",32469
"Hyogo","Marriages","Number","2003",31316
"Hyogo","Marriages","Number","2004",30241
"Hyogo","Marriages","Number","2005",30236
"Hyogo","Marriages","Number","2006",31044
"Hyogo","Marriages","Number","2007",30433
"Hyogo","Marriages","Number","2008",30486
"Hyogo","Marriages","Number","2009",29980
"Hyogo","Marriages","Number","2010",29752
"Hyogo","Marriages","Number","2011",28283
"Hyogo","Marriages","Number","2012",28236
"Hyogo","Marriages","Number","2013",27826
"Ibaraki","Marriages","Number","1975",18902
"Ibaraki","Marriages","Number","1976",17978
"Ibaraki","Marriages","Number","1977",17331
"Ibaraki","Marriages","Number","1978",16763
"Ibaraki","Marriages","Number","1979",17008
"Ibaraki","Marriages","Number","1980",16803
"Ibaraki","Marriages","Number","1981",17025
"Ibaraki","Marriages","Number","1982",17292
"Ibaraki","Marriages","Number","1983",16898
"Ibaraki","Marriages","Number","1984",16150
"Ibaraki","Marriages","Number","1985",15832
"Ibaraki","Marriages","Number","1986",15148
"Ibaraki","Marriages","Number","1987",14884
"Ibaraki","Marriages","Number","1988",15491
"Ibaraki","Marriages","Number","1989",15281
"Ibaraki","Marriages","Number","1990",15487
"Ibaraki","Marriages","Number","1991",16486
"Ibaraki","Marriages","Number","1992",16689
"Ibaraki","Marriages","Number","1993",17530
"Ibaraki","Marriages","Number","1994",17749
"Ibaraki","Marriages","Number","1995",17519
"Ibaraki","Marriages","Number","1996",17558
"Ibaraki","Marriages","Number","1997",17553
"Ibaraki","Marriages","Number","1998",17580
"Ibaraki","Marriages","Number","1999",17340
"Ibaraki","Marriages","Number","2000",18378
"Ibaraki","Marriages","Number","2001",18013
"Ibaraki","Marriages","Number","2002",17246
"Ibaraki","Marriages","Number","2003",16622
"Ibaraki","Marriages","Number","2004",15922
"Ibaraki","Marriages","Number","2005",15534
"Ibaraki","Marriages","Number","2006",16029
"Ibaraki","Marriages","Number","2007",15582
"Ibaraki","Marriages","Number","2008",15866
"Ibaraki","Marriages","Number","2009",15286
"Ibaraki","Marriages","Number","2010",15044
"Ibaraki","Marriages","Number","2011",14381
"Ibaraki","Marriages","Number","2012",14477
"Ibaraki","Marriages","Number","2013",14323
"Ishikawa","Marriages","Number","1975",8427
"Ishikawa","Marriages","Number","1976",7784
"Ishikawa","Marriages","Number","1977",7335
"Ishikawa","Marriages","Number","1978",7180
"Ishikawa","Marriages","Number","1979",7046
"Ishikawa","Marriages","Number","1980",6932
"Ishikawa","Marriages","Number","1981",6973
"Ishikawa","Marriages","Number","1982",7149
"Ishikawa","Marriages","Number","1983",6678
"Ishikawa","Marriages","Number","1984",6571
"Ishikawa","Marriages","Number","1985",6552
"Ishikawa","Marriages","Number","1986",6441
"Ishikawa","Marriages","Number","1987",6117
"Ishikawa","Marriages","Number","1988",6092
"Ishikawa","Marriages","Number","1989",6035
"Ishikawa","Marriages","Number","1990",6052
"Ishikawa","Marriages","Number","1991",6285
"Ishikawa","Marriages","Number","1992",6230
"Ishikawa","Marriages","Number","1993",6718
"Ishikawa","Marriages","Number","1994",6691
"Ishikawa","Marriages","Number","1995",6852
"Ishikawa","Marriages","Number","1996",6950
"Ishikawa","Marriages","Number","1997",6886
"Ishikawa","Marriages","Number","1998",7094
"Ishikawa","Marriages","Number","1999",6942
"Ishikawa","Marriages","Number","2000",6979
"Ishikawa","Marriages","Number","2001",6921
"Ishikawa","Marriages","Number","2002",6537
"Ishikawa","Marriages","Number","2003",6274
"Ishikawa","Marriages","Number","2004",6187
"Ishikawa","Marriages","Number","2005",6052
"Ishikawa","Marriages","Number","2006",6267
"Ishikawa","Marriages","Number","2007",5990
"Ishikawa","Marriages","Number","2008",6141
"Ishikawa","Marriages","Number","2009",5887
"Ishikawa","Marriages","Number","2010",5829
"Ishikawa","Marriages","Number","2011",5467
"Ishikawa","Marriages","Number","2012",5708
"Ishikawa","Marriages","Number","2013",5340
"Iwate","Marriages","Number","1975",10409
"Iwate","Marriages","Number","1976",9719
"Iwate","Marriages","Number","1977",9018
"Iwate","Marriages","Number","1978",8801
"Iwate","Marriages","Number","1979",8658
"Iwate","Marriages","Number","1980",8662
"Iwate","Marriages","Number","1981",8694
"Iwate","Marriages","Number","1982",8461
"Iwate","Marriages","Number","1983",8210
"Iwate","Marriages","Number","1984",7732
"Iwate","Marriages","Number","1985",7838
"Iwate","Marriages","Number","1986",7266
"Iwate","Marriages","Number","1987",7089
"Iwate","Marriages","Number","1988",7230
"Iwate","Marriages","Number","1989",7143
"Iwate","Marriages","Number","1990",6866
"Iwate","Marriages","Number","1991",7199
"Iwate","Marriages","Number","1992",6996
"Iwate","Marriages","Number","1993",7379
"Iwate","Marriages","Number","1994",7296
"Iwate","Marriages","Number","1995",7179
"Iwate","Marriages","Number","1996",7223
"Iwate","Marriages","Number","1997",7034
"Iwate","Marriages","Number","1998",7303
"Iwate","Marriages","Number","1999",7265
"Iwate","Marriages","Number","2000",7671
"Iwate","Marriages","Number","2001",7443
"Iwate","Marriages","Number","2002",7029
"Iwate","Marriages","Number","2003",6790
"Iwate","Marriages","Number","2004",6523
"Iwate","Marriages","Number","2005",6446
"Iwate","Marriages","Number","2006",6458
"Iwate","Marriages","Number","2007",6354
"Iwate","Marriages","Number","2008",6018
"Iwate","Marriages","Number","2009",5900
"Iwate","Marriages","Number","2010",5724
"Iwate","Marriages","Number","2011",5344
"Iwate","Marriages","Number","2012",5629
"Iwate","Marriages","Number","2013",5398
"Kagawa","Marriages","Number","1975",7261
"Kagawa","Marriages","Number","1976",7026
"Kagawa","Marriages","Number","1977",6476
"Kagawa","Marriages","Number","1978",6337
"Kagawa","Marriages","Number","1979",6217
"Kagawa","Marriages","Number","1980",6088
"Kagawa","Marriages","Number","1981",6156
"Kagawa","Marriages","Number","1982",6360
"Kagawa","Marriages","Number","1983",5807
"Kagawa","Marriages","Number","1984",5690
"Kagawa","Marriages","Number","1985",5689
"Kagawa","Marriages","Number","1986",5515
"Kagawa","Marriages","Number","1987",5268
